@RELATION substation_anonymized

@ATTRIBUTE Timestamp NUMERIC
@ATTRIBUTE Sub_ID NUMERIC
@ATTRIBUTE Deep_Node NUMERIC
@ATTRIBUTE Current_[A] NUMERIC
@ATTRIBUTE Battery_Temperature_[°C] NUMERIC
@ATTRIBUTE Ambient_Temperature_[°C] NUMERIC
@ATTRIBUTE KE_cntUp NUMERIC
@ATTRIBUTE KE_pTot NUMERIC
@ATTRIBUTE KE_qTot NUMERIC
@ATTRIBUTE loadGroups NUMERIC
@ATTRIBUTE serviceLocations NUMERIC
@ATTRIBUTE Embedding_Feature_0 NUMERIC
@ATTRIBUTE Embedding_Feature_1 NUMERIC
@ATTRIBUTE Embedding_Feature_2 NUMERIC
@ATTRIBUTE Embedding_Feature_3 NUMERIC
@ATTRIBUTE Embedding_Feature_4 NUMERIC
@ATTRIBUTE Embedding_Feature_5 NUMERIC
@ATTRIBUTE Embedding_Feature_6 NUMERIC
@ATTRIBUTE Embedding_Feature_7 NUMERIC
@ATTRIBUTE Target {0,1}

@DATA
1,1,0.0,0.2,19.5,11.95,286.0,74560.37,28438.32,119.0,53.0,0.97518873,0.20939194,-0.2706559,-0.3366684,-2.5508935,-2.2753499,-2.203905,-0.37954077,0
1,2,0.0,-0.3,24.1,16.33,36.0,24106.729,25361.455,30.0,9.0,1.5103953,0.41105244,-0.10456158,-2.5435102,-2.639572,-2.4290385,0.93861645,-0.05084477,0
1,3,0.0,0.2,23.55,16.4,186.0,59402.297,21736.8,92.0,21.0,0.02568035,-0.46788767,-0.7641652,-1.3108898,-2.1695833,-2.2330453,-2.3684928,-0.84723014,0
1,4,0.0,-0.2,20.62,11.72,213.0,101281.66,34144.543,90.0,22.0,2.2022555,-0.121368796,0.41789016,-0.430877,0.17292091,-2.9491725,-1.1758305,-0.33108687,0
1,5,0.0,0.2,24.47,18.8,109.0,54569.984,43085.74,73.0,18.0,1.5532562,0.93078166,1.0140834,-0.8344958,-1.8470209,-3.7019374,-0.9035012,-1.1614527,0
1,6,0.0,0.2,17.53,13.4,249.0,68148.89,54018.61,93.0,29.0,0.9690092,1.0767232,2.1285021,-1.2592255,-1.44961,-2.5123682,-1.6301287,-0.95740694,0
1,8,0.0,-0.2,19.5,12.55,10.0,5384.5786,2595.6843,10.0,7.0,1.7503057,0.66437435,-0.8274196,-2.48542,-1.7307537,-2.6756115,0.7232384,-0.4189122,0
1,9,0.0,-0.2,15.75,8.8,53.0,24514.613,13229.16,38.0,5.0,3.8778439,-0.88556075,3.713296,0.5663409,-3.067583,-4.6286716,-4.9277825,0.75054055,0
1,10,0.0,0.2,15.5,7.88,72.0,28785.854,24967.166,39.0,37.0,1.5332342,0.21228993,-1.5126925,-2.1627238,-0.74920326,-1.7342904,-1.6533134,0.42906228,0
1,11,1.0,-0.2,11.5,7.5,0.0,0.0,0.0,0.0,0.0,0.016154543,-0.008006148,0.0053717867,0.02904629,-0.05449302,-0.026333649,0.057091035,0.054433204,0
1,12,0.0,0.2,22.45,12.57,160.0,41264.086,13944.176,73.0,33.0,0.6491488,1.2030714,0.24353084,-1.8354787,-1.496908,-1.4172082,-1.9678524,-0.19388448,0
1,13,0.0,-0.4,18.47,13.52,5.0,1948.468,1341.7363,4.0,4.0,1.4459496,-1.5699779,-0.57407725,-5.137664,-0.5527551,-3.559129,-1.021386,0.046094686,0
1,14,0.0,-0.1,17.92,10.02,305.0,128644.11,173328.6,96.0,232.0,1.8478739,0.8349287,-0.778865,-0.2484714,-0.7107583,0.30879518,-1.3398978,-0.95484996,0
1,15,1.0,0.2,18.0,13.22,0.0,0.0,0.0,0.0,0.0,0.038508005,-0.013444047,0.0111853555,-0.051058482,-0.029887784,-0.008365553,-0.05690788,-0.021012608,0
1,16,1.0,0.3,13.08,6.0,0.0,0.0,0.0,0.0,0.0,0.058398545,-0.004371006,-0.033110425,-0.020748999,-0.042291854,-0.054744054,0.03244576,-0.01628146,0
1,17,0.0,0.3,17.9,11.75,8.0,137543.4,68158.75,6.0,7.0,1.4222554,1.1341298,1.2600969,-1.5039629,-0.3268056,-2.239819,-0.2088215,-1.7486436,0
1,18,0.0,0.2,14.2,8.25,15.0,46354.17,46046.78,2.0,5.0,3.6528947,-2.780917,-0.6399536,-3.7028208,1.0748512,-4.9314685,-0.09827663,-5.267057,0
1,19,1.0,-0.1,16.75,7.5,0.0,0.0,0.0,0.0,0.0,-0.027899388,-0.021144956,-0.03298582,0.057304323,0.0552022,-0.032361545,0.060056582,0.043331392,0
4,1,0.0,0.2,19.5,11.95,286.0,74560.37,28438.32,119.0,53.0,0.97518873,0.20939194,-0.2706559,-0.3366684,-2.5508935,-2.2753499,-2.203905,-0.37954077,0
4,2,0.0,-0.3,24.1,16.33,36.0,24106.729,25361.455,30.0,9.0,1.5103953,0.41105244,-0.10456158,-2.5435102,-2.639572,-2.4290385,0.93861645,-0.05084477,0
4,3,0.0,0.2,23.55,16.4,186.0,59402.297,21736.8,92.0,21.0,0.02568035,-0.46788767,-0.7641652,-1.3108898,-2.1695833,-2.2330453,-2.3684928,-0.84723014,0
4,4,0.0,-0.2,20.62,11.72,213.0,101281.66,34144.543,90.0,22.0,2.2022555,-0.121368796,0.41789016,-0.430877,0.17292091,-2.9491725,-1.1758305,-0.33108687,0
4,5,0.0,0.2,24.47,18.8,109.0,54569.984,43085.74,73.0,18.0,1.5532562,0.93078166,1.0140834,-0.8344958,-1.8470209,-3.7019374,-0.9035012,-1.1614527,0
4,6,0.0,0.2,17.53,13.4,249.0,68148.89,54018.61,93.0,29.0,0.9690092,1.0767232,2.1285021,-1.2592255,-1.44961,-2.5123682,-1.6301287,-0.95740694,0
4,7,0.0,3.8,22.5,24.6,110.0,54270.023,34563.883,66.0,19.0,2.3573415,0.65838754,0.8649289,-1.8293972,0.12561744,-2.6505573,-1.188241,0.69929844,0
4,8,0.0,-0.2,19.5,12.55,10.0,5384.5786,2595.6843,10.0,7.0,1.7503057,0.66437435,-0.8274196,-2.48542,-1.7307537,-2.6756115,0.7232384,-0.4189122,0
4,9,0.0,-0.2,15.75,8.8,53.0,24514.613,13229.16,38.0,5.0,3.8778439,-0.88556075,3.713296,0.5663409,-3.067583,-4.6286716,-4.9277825,0.75054055,0
4,10,0.0,0.3,15.5,7.88,34.0,9335.298,14730.607,24.0,19.0,1.5427142,0.22442105,-1.5808344,-2.2066891,-0.7625476,-1.7351168,-1.6768519,0.39003053,1
4,11,1.0,-0.2,11.5,7.5,0.0,0.0,0.0,0.0,0.0,0.016154543,-0.008006148,0.0053717867,0.02904629,-0.05449302,-0.026333649,0.057091035,0.054433204,0
4,12,0.0,0.2,22.45,12.57,160.0,41264.086,13944.176,73.0,33.0,0.6491488,1.2030714,0.24353084,-1.8354787,-1.496908,-1.4172082,-1.9678524,-0.19388448,0
4,13,0.0,-0.4,18.47,13.52,5.0,1948.468,1341.7363,4.0,4.0,1.4459496,-1.5699779,-0.57407725,-5.137664,-0.5527551,-3.559129,-1.021386,0.046094686,0
