@RELATION substation_anonymized

@ATTRIBUTE Timestamp NUMERIC
@ATTRIBUTE Sub_ID NUMERIC
@ATTRIBUTE Deep_Node NUMERIC
@ATTRIBUTE Current_[A] NUMERIC
@ATTRIBUTE Battery_Temperature_[°C] NUMERIC
@ATTRIBUTE Ambient_Temperature_[°C] NUMERIC
@ATTRIBUTE KE_cntUp NUMERIC
@ATTRIBUTE KE_pTot NUMERIC
@ATTRIBUTE KE_qTot NUMERIC
@ATTRIBUTE loadGroups NUMERIC
@ATTRIBUTE serviceLocations NUMERIC
@ATTRIBUTE Embedding_Feature_0 NUMERIC
@ATTRIBUTE Embedding_Feature_1 NUMERIC
@ATTRIBUTE Embedding_Feature_2 NUMERIC
@ATTRIBUTE Embedding_Feature_3 NUMERIC
@ATTRIBUTE Embedding_Feature_4 NUMERIC
@ATTRIBUTE Embedding_Feature_5 NUMERIC
@ATTRIBUTE Embedding_Feature_6 NUMERIC
@ATTRIBUTE Embedding_Feature_7 NUMERIC
@ATTRIBUTE Embedding_Feature_8 NUMERIC
@ATTRIBUTE Embedding_Feature_9 NUMERIC
@ATTRIBUTE Embedding_Feature_10 NUMERIC
@ATTRIBUTE Embedding_Feature_11 NUMERIC
@ATTRIBUTE Embedding_Feature_12 NUMERIC
@ATTRIBUTE Embedding_Feature_13 NUMERIC
@ATTRIBUTE Embedding_Feature_14 NUMERIC
@ATTRIBUTE Embedding_Feature_15 NUMERIC
@ATTRIBUTE Target {0,1}

@DATA
1,1,0.0,0.2,19.5,11.95,286.0,74560.37,28438.32,119.0,53.0,2.5193596,2.2308507,-0.4468702,-0.47039244,0.0328583,0.85458446,0.10715882,0.15770866,-0.5811813,-1.5334291,0.46324983,0.46286434,-0.61559683,-0.2532499,0.6545778,-0.34712145,0
1,2,0.0,-0.3,24.1,16.33,36.0,24106.729,25361.455,30.0,9.0,3.0894344,3.2057488,1.4017204,-0.8421835,0.22361785,-0.9604553,1.8401989,-0.31812155,0.07969425,-1.4261495,0.30818143,0.70821613,1.064514,-1.8026816,1.336819,0.45360443,0
1,3,0.0,0.2,23.55,16.4,186.0,59402.297,21736.8,92.0,21.0,1.8635882,1.8637564,0.106330596,-1.1767589,1.0436344,0.5481547,1.4123218,0.329754,-0.4786663,-1.1759055,0.072474435,1.4154176,-1.025435,0.038381666,0.6092587,-0.9322631,0
1,4,0.0,-0.2,20.62,11.72,213.0,101281.66,34144.543,90.0,22.0,2.6444576,1.0025471,0.3534818,0.3649041,0.012895783,-0.43838733,-0.08082723,-0.052587193,-1.3178351,-1.3810228,-1.1384362,-0.5743113,-1.8313638,-0.83936554,2.2161367,-0.44059017,0
1,5,0.0,0.2,24.47,18.8,109.0,54569.984,43085.74,73.0,18.0,3.092176,1.2613158,1.2965175,-0.7461661,-0.033721548,0.52562886,-0.07514413,-0.1117389,-0.85715896,-0.5813342,0.6039362,-0.21747574,-0.39062807,-1.5732371,1.1123542,-0.54819244,0
1,6,0.0,0.2,17.53,13.4,249.0,68148.89,54018.61,93.0,29.0,2.0094686,0.59476733,0.6700758,-0.5736623,0.359199,0.99654555,-0.28223208,-0.27642545,-0.7574266,-0.62452674,-0.29869395,1.4970871,-1.2997311,-0.99688643,1.1465368,-0.14673145,0
1,8,0.0,-0.2,19.5,12.55,10.0,5384.5786,2595.6843,10.0,7.0,2.4713736,2.6643116,0.99135613,-1.0277742,-0.9451793,0.13539007,2.199453,-0.1707212,-0.56821537,-0.24705838,0.5936068,-0.7046121,0.4137459,-1.4642,0.91305876,0.32223904,0
1,9,0.0,-0.2,15.75,8.8,53.0,24514.613,13229.16,38.0,5.0,2.563347,4.5063233,2.567138,-2.6878216,-1.42817,0.74901956,-1.5860659,-1.9590641,-0.20950016,1.3448461,-0.564652,1.4484804,-3.960266,-3.660642,3.254431,0.4020414,0
1,10,0.0,0.2,15.5,7.88,72.0,28785.854,24967.166,39.0,37.0,1.448786,1.6771854,1.1991638,-0.7747382,0.4285937,-0.7122125,0.9233991,0.38889238,-1.817049,0.10990667,-0.092858374,-0.6253683,-0.74971455,-1.2108065,0.9020634,-0.19198157,0
1,11,1.0,-0.2,11.5,7.5,0.0,0.0,0.0,0.0,0.0,0.012351532,0.027183894,-0.029099967,0.03094481,-0.007934034,-0.012559822,0.028545592,0.00089064986,-0.022158105,-0.028609665,-0.0046758987,-0.011498079,0.0015101805,-0.011794863,0.0085351765,0.0019762926,0
