@RELATION substation_anonymized

@ATTRIBUTE Timestamp NUMERIC
@ATTRIBUTE Sub_ID NUMERIC
@ATTRIBUTE Deep_Node NUMERIC
@ATTRIBUTE Current_[A] NUMERIC
@ATTRIBUTE Battery_Temperature_[°C] NUMERIC
@ATTRIBUTE Ambient_Temperature_[°C] NUMERIC
@ATTRIBUTE KE_cntUp NUMERIC
@ATTRIBUTE KE_pTot NUMERIC
@ATTRIBUTE KE_qTot NUMERIC
@ATTRIBUTE loadGroups NUMERIC
@ATTRIBUTE serviceLocations NUMERIC
@ATTRIBUTE Embedding_Feature_0 NUMERIC
@ATTRIBUTE Embedding_Feature_1 NUMERIC
@ATTRIBUTE Embedding_Feature_2 NUMERIC
@ATTRIBUTE Embedding_Feature_3 NUMERIC
@ATTRIBUTE Embedding_Feature_4 NUMERIC
@ATTRIBUTE Embedding_Feature_5 NUMERIC
@ATTRIBUTE Embedding_Feature_6 NUMERIC
@ATTRIBUTE Embedding_Feature_7 NUMERIC
@ATTRIBUTE Target {0,1}

@DATA
1,1,0.0,0.2,19.5,11.95,286.0,74560.37,28438.32,119.0,53.0,3.1423023,2.7674947,-0.2866808,-0.60153323,-0.5934963,-0.9071958,-2.6183858,0.044293307,0
1,2,0.0,-0.3,24.1,16.33,36.0,24106.729,25361.455,30.0,9.0,3.7625086,2.8693845,1.5577923,-0.6211223,-0.31415588,1.1756002,-0.35130817,-0.55662894,0
1,3,0.0,0.2,23.55,16.4,186.0,59402.297,21736.8,92.0,21.0,2.826703,2.5825016,1.0749886,-0.32597575,0.0853977,-0.8196435,-3.5360262,0.33315495,0
1,4,0.0,-0.2,20.62,11.72,213.0,101281.66,34144.543,90.0,22.0,2.5488,3.072532,0.79548275,0.26691735,1.6819451,-1.6597066,0.29496598,-1.6776022,0
1,5,0.0,0.2,24.47,18.8,109.0,54569.984,43085.74,73.0,18.0,3.738832,2.8496048,1.0540553,0.1282823,0.8459365,-2.0863607,-1.2750615,-0.23178281,0
1,6,0.0,0.2,17.53,13.4,249.0,68148.89,54018.61,93.0,29.0,2.1874247,2.13827,2.6962228,-0.18071899,1.3217217,-1.8722551,-1.5776504,-0.8833345,0
1,8,0.0,-0.2,19.5,12.55,10.0,5384.5786,2595.6843,10.0,7.0,3.2298687,3.2251525,0.39723384,-0.81153345,0.15710026,1.270618,-0.46982646,0.002749845,0
1,9,0.0,-0.2,15.75,8.8,53.0,24514.613,13229.16,38.0,5.0,1.804982,4.333904,4.9180374,-0.126924,7.3054338,-1.2305216,-4.418557,-2.9130735,0
1,10,0.0,0.2,15.5,7.88,72.0,28785.854,24967.166,39.0,37.0,1.4927995,3.5076733,0.27314046,-1.2759079,1.6159333,-1.5823139,-1.2680233,0.13626537,0
1,11,1.0,-0.2,11.5,7.5,0.0,0.0,0.0,0.0,0.0,-0.0040132552,0.043387547,0.038182244,-0.013207056,-0.015450757,-0.05750168,0.062310413,-0.048773494,0
1,12,0.0,0.2,22.45,12.57,160.0,41264.086,13944.176,73.0,33.0,1.5608498,3.2238166,1.1955856,-0.54400593,0.8734734,-1.0081445,-2.298149,-0.3351829,0
1,13,0.0,-0.4,18.47,13.52,5.0,1948.468,1341.7363,4.0,4.0,2.0287812,3.9933095,0.9354587,-3.5873618,3.196397,-2.1145844,-0.4424859,1.5776261,0
